industry_type,primary_hotspot_key,production_volume_units,grid_electricity_kwh,renewable_electricity_kwh,renewable_energy_ratio,fossil_fuel_burn_mj,raw_material_kg,virgin_material_percentage,waste_generated_kg,waste_landfill_percentage,transport_tkm,primary_hotspot_share_pct,scope1_share_pct,scope2_share_pct,scope3_share_pct,target_intervention_category
metal_engineering,diesel,516253.1,328773.6,30023.6,0.0837,1083491.5,211955.0,79.62,31339.1,51.64,300200.8,40.91,51.09,24.21,24.7,Transportation Optimization
food_processing,waste,977237.3,349377.8,50682.8,0.1267,300986.1,377775.9,79.13,60060.7,90.45,37301.8,42.42,22.69,22.97,54.34,Material Reuse
food_processing,electricity,449211.8,420785.8,52920.9,0.1117,1189539.0,179447.3,64.74,35203.4,47.34,27668.0,50.05,35.39,38.07,26.54,Process Changes
chemical,waste,802666.8,484042.0,118703.8,0.1969,248857.9,502036.1,61.36,220019.9,89.91,27120.6,30.4,23.88,20.19,55.93,Waste-to-Value
chemical,raw_materials,1276975.0,538803.2,75437.4,0.1228,126277.9,398353.0,75.43,51624.2,82.42,36583.3,33.16,28.37,32.98,38.65,Recycled Materials
chemical,electricity,1278321.1,613240.1,81731.1,0.1176,1213948.9,503124.7,64.6,57816.3,48.65,28599.7,30.82,37.82,43.35,18.83,Process Changes
metal_engineering,coal,1486826.3,1146893.2,106727.3,0.0851,1270805.1,492249.8,71.68,57573.8,50.33,26366.7,44.46,49.79,40.71,9.5,Process Changes
metal_engineering,natural_gas,789463.4,479161.8,132396.3,0.2165,778119.8,306792.4,76.15,39641.9,52.52,33377.8,37.51,51.53,38.96,9.51,Process Changes
chemical,raw_materials,2994184.9,503533.2,99489.1,0.165,56338.6,1084911.5,98.05,42605.3,70.9,56900.0,53.56,12.29,23.64,64.07,Alternative Materials
metal_engineering,raw_materials,594558.6,371924.8,96808.3,0.2065,60675.1,333613.4,96.52,34407.6,53.81,40889.7,54.94,13.24,24.34,62.42,Alternative Materials
general,raw_materials,2074648.3,688382.2,99978.5,0.1268,157188.8,861506.3,92.38,37043.3,53.92,55464.2,47.9,12.92,20.52,66.56,Alternative Materials
chemical,raw_materials,597920.9,552654.1,61215.4,0.0997,282395.8,346750.7,77.71,43605.6,73.15,66772.0,30.38,15.32,29.46,55.22,Material Reuse
general,waste,1409767.6,558309.8,116122.8,0.1722,318801.6,472075.7,77.16,41652.0,50.91,30945.6,26.21,15.49,37.78,46.73,Recycling Loops
textile,electricity,665595.3,729319.0,101892.7,0.1226,1004195.5,235736.2,63.65,19068.6,65.96,42180.9,33.56,33.16,37.48,29.36,Energy Optimization
metal_engineering,raw_materials,3222758.8,618452.2,58655.4,0.0866,373538.7,1173952.4,98.22,38968.6,75.86,53782.0,45.02,22.43,15.56,62.01,Alternative Materials
food_processing,coal,722732.6,1310147.5,55781.1,0.0408,1369442.8,196688.3,52.21,27800.3,73.35,19173.3,65.45,64.0,20.38,15.62,Renewable Energy Substitution
chemical,coal,399943.1,1444372.9,64771.0,0.0429,1304803.7,140670.7,81.14,30890.8,71.45,34819.8,67.19,57.71,34.27,8.02,Renewable Energy Substitution
metal_engineering,transport,952688.0,481721.6,61869.2,0.1138,698857.5,301191.3,69.41,15469.7,62.75,110024.9,44.73,35.25,24.53,40.22,Transportation Optimization
food_processing,diesel,532860.3,206379.5,21738.5,0.0953,603274.5,194200.1,54.42,15499.6,40.34,142254.9,40.65,35.79,19.12,45.09,Transportation Optimization
food_processing,electricity,486246.1,2499768.6,193235.5,0.0718,223566.2,148290.8,62.41,34388.6,57.32,44814.2,52.8,11.7,65.48,22.82,Renewable Energy Substitution
textile,natural_gas,954003.5,550547.3,61797.2,0.1009,874247.8,277253.0,83.91,55508.3,66.72,27438.5,50.01,51.56,28.27,20.17,Process Changes
general,raw_materials,1719970.5,652800.3,82965.4,0.1128,419913.3,610546.6,88.17,59730.2,83.53,40949.7,40.28,29.37,28.12,42.51,Recycled Materials
metal_engineering,electricity,926770.8,1763927.3,190950.0,0.0977,222088.3,244205.8,67.85,29161.3,60.17,26949.1,63.69,26.07,68.93,5.0,Renewable Energy Substitution
food_processing,diesel,1011149.5,310324.1,43602.7,0.1232,810168.8,390523.2,56.39,14773.4,59.82,145854.2,56.41,35.27,10.09,54.64,Transportation Optimization
chemical,waste,865768.1,425609.8,54818.5,0.1141,339473.4,307771.6,70.49,95753.2,75.19,44101.7,40.79,29.54,22.1,48.36,Waste-to-Value
textile,waste,579959.7,637413.9,57046.3,0.0821,321587.4,225106.6,75.22,89004.1,94.1,25663.5,37.04,27.61,20.75,51.64,Waste-to-Value
food_processing,coal,1501958.5,852308.1,44411.4,0.0495,1417895.0,451007.5,71.51,39314.5,71.92,31538.3,35.48,51.24,39.24,9.52,Process Changes
general,natural_gas,722955.7,939192.2,278657.5,0.2288,1131128.4,211846.1,63.74,42376.8,68.9,35308.1,39.59,26.75,42.63,30.62,Energy Optimization
chemical,electricity,479872.5,1378749.7,14390.6,0.0103,167412.2,200415.9,62.61,17063.4,72.6,38754.4,57.87,13.42,49.35,37.23,Renewable Energy Substitution
food_processing,raw_materials,472029.0,280135.9,36880.5,0.1163,256487.9,226903.0,75.09,93650.1,89.6,62195.7,40.84,27.58,28.1,44.32,Material Reuse
chemical,raw_materials,1298913.2,398020.1,57668.9,0.1266,180917.6,501359.6,71.13,46878.6,75.35,36915.3,39.66,27.59,22.18,50.23,Recycled Materials
chemical,raw_materials,1655587.1,455128.1,22921.0,0.0479,144037.1,787470.8,93.87,30315.5,54.18,53397.2,59.66,17.89,17.58,64.53,Alternative Materials
metal_engineering,raw_materials,1422398.6,772919.2,115926.6,0.1304,244023.9,850548.7,90.87,29909.2,60.68,50313.8,38.32,11.74,15.69,72.57,Alternative Materials
general,electricity,563666.6,1228709.2,356697.8,0.225,993695.4,225957.8,64.32,29148.3,64.4,48369.9,29.34,30.71,41.25,28.04,Energy Optimization
metal_engineering,waste,1127471.7,513169.4,55412.4,0.0975,195580.0,422268.3,73.79,68234.6,79.4,57040.4,35.52,27.13,22.24,50.63,Material Reuse
general,diesel,671749.2,348233.6,66986.1,0.1613,1776891.3,311670.5,67.2,10937.1,51.23,220051.8,52.73,45.95,24.4,29.65,Transportation Optimization
metal_engineering,raw_materials,1732607.4,413658.0,148247.0,0.2638,262021.2,513504.1,86.42,26114.4,57.38,26427.3,42.1,14.28,17.6,68.12,Alternative Materials
chemical,raw_materials,1130169.2,486530.1,73550.8,0.1313,193097.6,374797.4,65.88,81609.8,89.45,65021.5,32.15,19.16,27.86,52.98,Material Reuse
chemical,raw_materials,2062184.1,449801.4,69487.1,0.1338,100261.4,815934.9,87.44,59503.1,82.51,25321.7,41.17,20.27,21.41,58.32,Recycled Materials
general,waste,961414.5,827080.2,40747.8,0.047,84799.5,272495.0,84.9,56200.0,57.59,36210.4,26.45,24.07,29.16,46.77,Recycling Loops
general,raw_materials,864157.9,439711.0,84598.2,0.1614,82806.8,289052.0,72.75,77711.2,91.53,39700.3,26.45,27.75,19.26,52.99,Material Reuse
textile,raw_materials,2212320.4,386589.4,62273.8,0.1387,305362.2,873801.7,97.42,38888.6,53.59,48529.8,54.74,18.42,26.56,55.02,Alternative Materials
general,raw_materials,618728.5,814993.9,32037.7,0.0378,220088.7,209732.1,72.09,85094.3,51.26,18304.0,34.28,25.08,36.74,38.18,Recycling Loops
food_processing,waste,1430662.4,723958.5,93099.5,0.1139,408513.4,519349.5,69.69,140894.7,76.73,15943.7,47.39,21.58,28.28,50.14,Waste-to-Value
chemical,raw_materials,2479162.7,348737.8,178887.3,0.339,162480.6,892473.6,91.5,68660.0,79.78,40223.2,49.32,19.34,27.02,53.64,Recycled Materials
textile,raw_materials,2399043.4,410352.5,96689.3,0.1907,187285.4,693727.4,97.66,33930.2,65.42,51346.1,46.72,19.33,27.94,52.73,Alternative Materials
chemical,electricity,280815.9,1712541.1,143880.1,0.0775,299205.4,56728.8,52.28,12338.5,66.0,14772.4,57.43,18.12,58.72,23.16,Renewable Energy Substitution
metal_engineering,raw_materials,666154.8,667910.6,25150.4,0.0363,218177.4,394437.2,88.39,59466.5,54.27,39955.5,51.6,20.54,23.39,56.07,Alternative Materials
metal_engineering,raw_materials,2306437.0,716053.3,135091.7,0.1587,401388.8,817358.6,81.0,65163.7,78.58,26532.4,32.51,19.27,26.65,54.08,Recycled Materials
textile,waste,2253460.9,692235.7,33110.0,0.0456,255533.8,624711.1,75.4,115542.6,84.68,36200.8,54.33,28.4,25.14,46.46,Waste-to-Value
metal_engineering,raw_materials,1141320.9,432511.7,35839.5,0.0765,114407.5,363894.2,89.07,40536.3,88.51,40356.8,40.73,23.7,27.75,48.55,Recycled Materials
textile,raw_materials,1599019.9,513546.0,58943.5,0.103,76901.7,750561.8,96.12,48283.5,51.51,22916.1,46.86,14.43,18.49,67.08,Alternative Materials
general,coal,842064.9,1606738.7,157045.1,0.089,1728927.6,209662.6,53.54,33990.4,44.21,14365.3,66.54,61.39,26.05,12.56,Renewable Energy Substitution
chemical,natural_gas,437788.1,689182.7,89120.0,0.1145,721979.5,178213.7,79.32,31235.6,63.27,47510.9,40.37,52.53,33.88,13.59,Process Changes
metal_engineering,waste,694182.0,558189.2,109235.5,0.1637,249419.4,377970.1,68.06,94935.4,72.87,31793.6,27.64,21.91,38.36,39.73,Recycling Loops
general,coal,564882.4,2368493.2,94881.3,0.0385,991679.1,130131.0,74.71,26974.3,72.39,10890.4,59.83,51.61,18.6,29.79,Renewable Energy Substitution
food_processing,coal,315473.1,1890410.8,147930.9,0.0726,1790525.5,78053.6,65.05,12916.7,53.64,10528.8,65.15,55.54,32.0,12.46,Renewable Energy Substitution
textile,coal,913740.9,1730451.8,88346.3,0.0486,1616120.7,243164.9,58.02,14309.4,71.95,33413.4,52.26,56.47,29.91,13.62,Renewable Energy Substitution
metal_engineering,raw_materials,546173.0,302266.5,49165.3,0.1399,303104.2,218230.0,84.02,77199.2,89.05,77816.4,29.15,23.53,32.35,44.12,Material Reuse
metal_engineering,raw_materials,1096963.8,812271.0,66296.6,0.0755,484250.8,378001.7,90.93,79715.1,81.35,54340.0,43.39,18.89,26.55,54.56,Recycled Materials
textile,waste,387822.4,573471.6,63390.9,0.0995,208236.9,199394.1,65.02,95760.5,72.19,73031.0,43.29,18.13,28.31,53.56,Material Reuse
general,electricity,473153.8,1325436.9,281853.2,0.1754,649004.8,132751.5,67.45,18886.6,69.28,35087.1,30.17,27.06,45.94,27.0,Energy Optimization
food_processing,waste,997912.8,399275.7,46362.4,0.104,182180.9,449932.5,80.74,101183.1,75.09,87401.7,26.2,28.33,21.58,50.09,Material Reuse
food_processing,transport,879745.5,349822.8,69850.4,0.1664,1704826.1,245747.0,69.19,10074.5,47.6,154103.8,34.43,41.99,14.82,43.19,Transportation Optimization
food_processing,waste,1018373.0,445268.1,89504.1,0.1674,248570.5,301917.1,83.85,102918.7,72.99,66916.0,30.69,15.71,28.37,55.92,Material Reuse
textile,coal,397181.9,793193.0,145798.4,0.1553,1543069.0,196322.0,68.37,34379.7,49.54,52412.1,46.72,44.69,35.76,19.55,Process Changes
chemical,waste,770981.7,726828.2,99444.2,0.1204,330973.5,458824.0,64.18,245906.8,83.63,18207.8,42.34,28.11,33.31,38.58,Waste-to-Value
general,electricity,607124.0,556155.1,51494.4,0.0847,528632.5,244816.6,79.35,30801.7,66.87,30076.3,38.7,54.66,29.9,15.44,Process Changes
chemical,raw_materials,3102214.8,763004.3,43560.3,0.054,73273.7,967008.6,93.04,53673.2,54.19,51810.7,42.44,12.45,17.46,70.09,Alternative Materials
food_processing,coal,595945.6,597974.2,120070.9,0.1672,783336.7,283382.8,71.04,43813.6,58.48,39727.8,36.57,38.18,25.95,35.87,Process Changes
textile,raw_materials,2693086.8,796944.7,42606.4,0.0507,188684.7,982414.6,94.74,26155.8,74.47,28977.6,42.92,18.05,23.89,58.06,Alternative Materials
general,raw_materials,852547.7,309604.7,45187.3,0.1274,85041.2,245605.9,69.82,69149.7,92.71,41268.8,39.41,25.31,16.92,57.77,Material Reuse
chemical,raw_materials,1212242.6,777744.9,70791.9,0.0834,376943.6,421640.3,90.66,60000.6,69.74,29432.9,35.82,25.42,23.28,51.3,Recycled Materials
general,natural_gas,901282.6,428441.5,179607.2,0.2954,1459900.4,268937.5,66.44,37164.8,55.69,34893.5,37.0,47.42,28.29,24.29,Process Changes
general,raw_materials,2261707.9,797191.7,147520.4,0.1562,210827.7,861572.1,72.74,73132.3,89.13,26200.4,46.44,15.6,26.08,58.32,Recycled Materials
metal_engineering,natural_gas,777935.8,699881.8,149992.1,0.1765,1417681.1,271673.0,71.73,59321.9,46.58,55565.8,34.82,48.57,36.65,14.78,Process Changes
general,coal,887406.6,451499.9,44949.2,0.0905,960893.1,475918.5,82.2,31016.5,62.23,50734.6,36.35,43.18,35.48,21.34,Process Changes
chemical,raw_materials,658969.7,803512.3,43817.4,0.0517,213903.0,355052.9,72.45,81186.9,58.16,18498.0,37.29,18.64,27.76,53.6,Recycling Loops
metal_engineering,electricity,460952.9,1171329.8,252832.6,0.1775,1047948.1,101756.0,62.89,25726.0,64.15,25701.6,34.94,26.03,36.6,37.37,Energy Optimization
chemical,raw_materials,1496072.5,348261.9,40740.8,0.1047,355124.2,497292.6,98.66,33475.8,55.46,51587.9,52.49,17.47,23.33,59.2,Alternative Materials
chemical,raw_materials,1676367.4,610838.7,41140.2,0.0631,368824.5,1040283.5,98.3,49028.8,68.4,36729.7,58.52,22.99,15.68,61.33,Alternative Materials
textile,raw_materials,1833807.6,511449.1,82293.6,0.1386,58974.7,607123.0,90.32,35952.9,67.41,41344.1,51.37,21.47,27.19,51.34,Alternative Materials
chemical,raw_materials,2718104.4,234588.5,64518.2,0.2157,144586.7,1169775.6,92.81,33891.1,67.41,25567.9,47.77,19.39,22.33,58.28,Alternative Materials
general,raw_materials,2386598.4,570952.9,67958.8,0.1064,211887.2,972723.8,85.51,30097.5,71.4,55808.3,49.26,17.98,16.61,65.41,Alternative Materials
general,waste,648217.9,275399.9,84397.3,0.2346,340198.4,244009.6,76.38,41458.7,83.98,65167.0,27.89,21.63,21.68,56.69,Material Reuse
textile,raw_materials,1375500.7,554765.3,71870.4,0.1147,69166.6,601677.5,96.24,20185.3,60.0,35926.7,49.82,23.8,20.2,56.0,Alternative Materials
chemical,electricity,553910.0,1266212.0,95483.7,0.0701,240406.7,150277.6,80.87,11207.2,72.28,16870.8,64.76,20.02,69.98,10.0,Renewable Energy Substitution
metal_engineering,natural_gas,780235.3,638841.6,204623.0,0.2426,974659.0,246658.1,73.05,32746.5,48.75,26539.3,30.33,34.5,38.2,27.3,Energy Optimization
textile,raw_materials,2113891.8,476215.0,132393.3,0.2175,241326.9,642360.5,98.68,24428.8,62.68,21681.0,54.28,23.77,19.2,57.03,Alternative Materials
general,raw_materials,3545896.4,253474.7,118185.2,0.318,94699.7,1043460.9,95.95,48349.8,51.08,32125.1,43.79,15.4,16.31,68.29,Alternative Materials
food_processing,waste,686649.4,608063.8,57721.6,0.0867,375328.4,369468.1,80.48,84832.7,78.99,25226.3,40.21,20.23,31.45,48.32,Waste-to-Value
textile,waste,1539333.1,703348.8,100124.9,0.1246,286488.9,572027.4,62.67,85427.9,64.4,29670.5,44.32,16.08,35.36,48.56,Recycling Loops
textile,raw_materials,1843064.5,792671.3,37737.2,0.0454,293300.6,663886.9,90.99,48703.9,70.77,59650.2,40.82,11.56,25.87,62.57,Alternative Materials
general,raw_materials,2219081.5,249679.2,98409.8,0.2827,135872.2,650366.1,89.04,34226.9,71.57,31884.9,50.46,17.14,24.96,57.9,Alternative Materials
general,diesel,902705.4,311311.5,18018.2,0.0547,953100.5,276063.9,59.29,27134.9,64.66,186701.0,55.4,37.0,22.6,40.4,Transportation Optimization
metal_engineering,natural_gas,529498.2,896851.5,311811.8,0.258,1093701.9,244909.0,70.75,31172.1,49.62,25700.8,41.16,29.07,52.65,18.28,Energy Optimization
metal_engineering,raw_materials,333918.1,364326.6,37416.0,0.0931,339806.4,195722.0,73.55,36937.9,75.54,81828.3,29.02,16.2,24.49,59.31,Material Reuse
general,electricity,355394.9,2035263.2,237437.8,0.1045,199767.9,98342.7,61.47,19595.1,51.43,33553.7,54.86,19.64,49.47,30.89,Renewable Energy Substitution
textile,waste,673700.9,362520.2,70295.5,0.1624,146403.8,397538.2,64.43,129089.3,83.59,44795.1,54.87,16.72,30.89,52.39,Waste-to-Value
metal_engineering,raw_materials,1366664.8,311660.9,124343.6,0.2852,210365.4,734672.0,86.87,23224.1,71.84,39858.4,47.61,20.94,26.48,52.58,Alternative Materials
metal_engineering,raw_materials,2290454.3,803398.4,31712.7,0.038,381479.9,880667.1,79.63,37923.5,81.15,48599.5,42.93,29.51,20.78,49.71,Recycled Materials
food_processing,raw_materials,875293.2,315004.5,63057.6,0.1668,209997.1,291975.8,68.89,108309.2,91.33,64900.0,37.06,18.41,25.88,55.71,Material Reuse
general,natural_gas,682473.5,702769.2,121721.9,0.1476,924206.2,283442.7,63.57,17882.1,67.04,47034.7,32.7,27.55,48.2,24.25,Energy Optimization
general,raw_materials,1222521.2,780757.1,69497.8,0.0817,94555.7,580531.8,82.78,113856.5,44.48,39947.9,31.69,25.86,38.62,35.52,Recycling Loops
food_processing,electricity,480413.6,447983.4,103193.6,0.1872,1351467.9,210464.8,75.29,30775.9,71.02,33084.0,37.24,46.96,28.67,24.37,Process Changes
general,raw_materials,1981963.5,296455.9,126335.7,0.2988,341247.0,756721.0,85.09,31481.5,68.51,59247.4,51.9,13.9,24.51,61.59,Alternative Materials
chemical,transport,301254.1,250358.9,45996.0,0.1552,1647445.8,112731.9,79.34,34832.7,57.93,166255.2,37.8,41.91,10.75,47.34,Transportation Optimization
textile,raw_materials,897941.4,310473.9,110570.0,0.2626,378596.2,495738.9,70.98,44039.3,72.2,26757.4,26.64,25.35,32.23,42.42,Recycling Loops
chemical,coal,521096.9,413490.3,52741.6,0.1131,601288.5,245897.7,62.5,51136.0,45.87,44709.6,33.1,50.11,40.59,9.3,Process Changes
metal_engineering,raw_materials,1268389.9,451836.4,103008.4,0.1857,189158.0,546793.7,98.78,36373.4,76.82,29198.2,42.69,10.47,24.78,64.75,Alternative Materials
metal_engineering,raw_materials,716329.1,821720.2,57098.6,0.065,479074.5,392201.6,77.18,66590.6,71.81,41287.4,40.89,26.14,23.42,50.44,Recycled Materials
textile,raw_materials,1814166.7,259664.8,51612.4,0.1658,302793.4,1070126.8,96.62,35887.3,70.04,28199.4,44.45,23.45,15.2,61.35,Alternative Materials
metal_engineering,transport,503886.7,404052.6,76872.4,0.1598,1485775.5,307962.9,57.85,33119.2,45.39,298126.2,40.13,38.25,22.4,39.35,Transportation Optimization
textile,natural_gas,969758.5,937590.3,175609.2,0.1578,780271.6,344313.6,72.53,30763.0,62.7,37731.4,39.83,42.25,25.34,32.41,Process Changes
textile,waste,1708072.2,585207.8,113470.3,0.1624,239257.5,676508.1,77.57,67981.1,95.86,29534.2,41.51,23.5,22.24,54.26,Waste-to-Value
chemical,electricity,428024.5,1455880.9,35980.4,0.0241,155919.1,182778.0,52.48,20002.5,40.62,36232.3,57.94,11.57,73.94,14.49,Renewable Energy Substitution
chemical,coal,433299.6,1063275.3,95956.0,0.0828,1564066.9,107854.3,52.17,35742.3,50.98,16850.0,54.45,63.2,15.87,20.93,Renewable Energy Substitution
food_processing,coal,421030.4,1625028.5,113318.1,0.0652,744404.7,94129.2,58.23,22922.3,72.49,28262.5,45.38,50.32,22.68,27.0,Renewable Energy Substitution
metal_engineering,waste,741878.0,703656.2,75215.2,0.0966,193642.2,383223.9,70.23,88976.2,59.02,27428.8,28.97,22.44,27.54,50.02,Recycling Loops
textile,waste,1338333.5,564372.6,84818.9,0.1307,445419.8,399021.6,68.3,178640.7,93.99,43103.2,50.08,21.4,29.52,49.08,Waste-to-Value
chemical,raw_materials,2362573.8,801865.3,112336.4,0.1229,175678.3,718249.6,81.24,58237.2,73.83,49004.8,48.59,25.64,21.58,52.78,Recycled Materials
chemical,raw_materials,1199556.4,855716.4,64301.5,0.0699,353745.5,394349.3,77.08,71642.3,81.87,23339.0,40.57,15.44,27.21,57.35,Recycled Materials
metal_engineering,electricity,1021318.4,1368833.5,434157.7,0.2408,357351.0,266111.6,72.15,28315.6,46.41,38718.6,33.58,29.36,48.63,22.01,Energy Optimization
metal_engineering,raw_materials,1348400.3,706164.5,155686.3,0.1806,443505.7,736431.3,79.66,58580.1,64.81,43577.6,35.59,25.41,23.44,51.15,Recycled Materials
chemical,coal,1604400.2,1006939.1,44636.9,0.0424,544269.2,451294.6,70.63,64799.7,47.92,54225.1,40.56,50.1,40.18,9.72,Process Changes
chemical,raw_materials,3517717.8,598282.7,81702.0,0.1202,345459.7,1025103.1,93.19,54730.9,56.18,24476.8,43.93,10.86,22.97,66.17,Alternative Materials
textile,coal,465751.7,778924.6,21906.9,0.0274,1094819.0,139955.6,82.25,26800.1,41.58,24275.2,51.66,64.31,26.98,8.71,Renewable Energy Substitution
metal_engineering,waste,1302683.4,635240.7,94371.4,0.1293,198316.1,418725.9,67.84,52766.0,47.48,17637.8,41.03,24.91,39.26,35.83,Recycling Loops
chemical,raw_materials,2570092.2,731072.4,159396.1,0.179,171702.2,770002.3,82.16,46810.5,63.95,50285.4,35.15,19.65,24.35,56.0,Recycled Materials
textile,electricity,298446.5,871193.0,92033.2,0.0955,432879.1,85794.5,79.8,24760.5,68.09,49856.0,38.2,20.66,36.63,42.71,Energy Optimization
food_processing,transport,403324.1,184918.8,68119.7,0.2692,703988.9,187688.4,51.37,29534.7,41.18,160909.3,46.91,45.24,14.23,40.53,Transportation Optimization
textile,raw_materials,2046007.4,423613.1,53768.0,0.1126,303197.0,746288.2,86.13,28807.3,70.5,23045.2,56.73,17.43,22.21,60.36,Alternative Materials
metal_engineering,raw_materials,1561359.7,715047.7,75769.2,0.0958,312804.9,979088.6,86.44,56102.1,65.16,53058.3,45.04,23.43,20.84,55.73,Alternative Materials
general,natural_gas,1045927.8,855235.5,118441.8,0.1216,921650.6,291241.5,72.82,36597.7,58.84,18096.0,40.4,32.04,48.23,19.73,Energy Optimization
general,electricity,398636.1,1567760.8,138948.3,0.0814,290302.0,73309.3,74.83,16910.3,54.51,11150.2,43.81,17.99,55.26,26.75,Renewable Energy Substitution
metal_engineering,raw_materials,844545.2,430595.6,47365.6,0.0991,292993.6,233401.4,70.16,72837.7,76.52,35545.2,37.97,22.67,23.91,53.42,Material Reuse
textile,raw_materials,856023.2,521589.5,129796.7,0.1993,316900.2,444278.6,73.24,71299.3,58.22,31384.6,35.2,25.71,37.92,36.37,Recycling Loops
chemical,transport,585363.5,312932.0,71225.0,0.1854,1534295.3,218040.0,75.37,11173.9,63.46,137556.1,39.44,47.33,16.75,35.92,Transportation Optimization
chemical,electricity,568235.0,544309.8,98056.6,0.1526,814688.1,238723.3,71.01,42514.6,52.07,21436.9,28.92,31.47,48.77,19.76,Energy Optimization
textile,raw_materials,2927767.8,424724.1,143592.9,0.2527,306197.9,838792.6,87.18,26239.8,51.74,54647.0,51.22,20.62,15.31,64.07,Alternative Materials
metal_engineering,electricity,494385.8,802048.9,223361.7,0.2178,850842.4,173979.9,64.78,27915.5,59.8,27276.4,31.65,22.33,52.6,25.07,Energy Optimization
textile,waste,1455259.3,344881.8,113017.6,0.2468,111275.4,431267.5,67.84,186364.7,94.31,25811.3,40.67,29.73,31.76,38.51,Waste-to-Value
food_processing,waste,900193.1,735609.4,94088.0,0.1134,222378.7,246422.5,72.92,100555.1,87.34,40060.9,45.39,24.51,28.12,47.37,Waste-to-Value
textile,natural_gas,491930.2,840394.0,76094.0,0.083,1086962.6,203718.8,83.32,60253.5,50.7,33737.8,43.5,36.91,32.09,31.0,Process Changes
metal_engineering,raw_materials,1227337.8,636913.3,84413.9,0.117,290940.8,691344.6,88.45,52764.1,73.98,47787.9,43.99,18.85,20.41,60.74,Alternative Materials
chemical,electricity,1128183.8,1093132.1,33271.0,0.0295,1247509.5,369187.1,64.24,56786.4,56.07,31752.1,48.22,47.42,42.65,9.93,Process Changes
general,waste,1000163.2,835558.4,102969.9,0.1097,210636.0,326208.5,78.28,61796.5,46.01,28245.8,32.38,24.43,26.77,48.8,Recycling Loops
metal_engineering,diesel,747826.7,487972.5,28153.6,0.0545,1445567.8,352581.6,66.2,18083.1,54.36,207821.8,42.42,55.79,20.27,23.94,Transportation Optimization
textile,waste,1577668.2,394702.6,87930.8,0.1822,314592.7,465501.6,77.07,181104.3,95.27,32580.5,49.47,18.73,30.17,51.1,Waste-to-Value
general,waste,1478352.7,484104.4,106503.7,0.1803,303563.4,516771.2,72.31,122339.8,57.12,26256.6,30.39,19.61,25.64,54.75,Recycling Loops
food_processing,diesel,1296064.7,303475.4,33630.0,0.0998,714484.1,367551.5,50.34,10041.3,64.8,319266.5,50.9,35.38,13.4,51.22,Transportation Optimization
food_processing,electricity,613896.9,1109713.6,37386.7,0.0326,650023.9,182961.8,81.08,20477.3,70.85,38050.7,30.09,43.03,28.74,28.23,Process Changes
metal_engineering,coal,360722.8,1845932.4,31243.5,0.0166,1474494.7,88269.0,64.42,15108.9,40.77,17416.0,55.02,54.63,25.03,20.34,Renewable Energy Substitution
food_processing,natural_gas,525593.9,1051530.7,289296.4,0.2158,666068.1,200497.5,78.85,20824.7,52.31,20322.1,41.47,21.24,36.63,42.13,Energy Optimization
general,raw_materials,1706896.1,758109.5,46302.4,0.0576,492503.0,498050.7,87.06,43842.5,78.83,26720.6,34.92,28.27,32.83,38.9,Recycled Materials
general,coal,324376.9,768875.5,80494.5,0.0948,1628304.1,96396.8,84.47,25068.4,73.29,27676.0,53.21,53.98,21.7,24.32,Renewable Energy Substitution
food_processing,coal,1110172.8,770663.1,129025.9,0.1434,1374089.5,450522.9,83.56,37921.5,51.19,42036.5,32.44,40.78,29.16,30.06,Process Changes
food_processing,electricity,907371.1,1056695.7,171151.8,0.1394,519101.1,297959.5,75.14,44292.9,59.3,45485.5,38.97,38.92,40.63,20.45,Energy Optimization
textile,raw_materials,2028906.9,752508.7,100164.5,0.1175,328788.1,733370.1,86.64,25007.4,70.57,37212.2,42.41,17.37,15.96,66.67,Alternative Materials
chemical,raw_materials,1286269.2,438498.1,137913.2,0.2393,276386.6,557091.8,62.14,56511.2,66.54,15549.7,43.97,15.21,34.86,49.93,Recycling Loops
textile,coal,929341.9,640869.7,46443.7,0.0676,1038883.6,301476.3,77.37,56791.8,61.33,21287.9,43.62,36.11,37.33,26.56,Process Changes
chemical,raw_materials,1733108.9,353323.7,96705.1,0.2149,224478.7,622310.7,63.06,59082.5,41.03,25848.4,32.11,28.05,34.07,37.88,Recycling Loops
chemical,raw_materials,2471014.6,339327.6,136944.7,0.2875,184361.9,789197.6,97.69,44969.5,53.51,57593.3,51.81,15.02,17.09,67.89,Alternative Materials
metal_engineering,waste,1509821.6,310151.0,90016.9,0.2249,306173.0,555683.4,64.84,63557.8,57.94,23265.0,44.93,22.11,36.99,40.9,Recycling Loops
general,natural_gas,748203.8,608807.4,202752.7,0.2498,707082.8,241578.4,70.02,36152.7,52.57,22012.6,37.22,28.8,42.8,28.4,Energy Optimization
metal_engineering,raw_materials,1414251.1,520671.6,38713.8,0.0692,144604.9,585310.2,75.89,70951.4,60.44,33268.3,38.75,15.29,21.87,62.84,Recycled Materials
metal_engineering,raw_materials,667938.7,696522.7,115369.9,0.1421,319256.7,309928.1,90.83,39253.8,50.58,30392.5,54.73,12.06,23.03,64.91,Alternative Materials
textile,waste,924254.4,387286.3,28085.7,0.0676,387298.7,337864.8,79.91,114761.3,79.47,44218.1,39.04,24.02,29.15,46.83,Waste-to-Value
